,Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
2137,1999,August,Massachusetts,Restaurant,Yellowfin Tuna,Fin Fish,Scombroid toxin,,Confirmed,6,,
2139,1999,August,Michigan,Restaurant,,,,,,3,,
2141,1999,August,Michigan,Restaurant,,,,,,2,,
2142,1999,August,Michigan,Restaurant,,,,,,2,0.0,0.0
2143,1999,August,Michigan,Restaurant,,,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,3,1.0,0.0
2144,1999,August,Michigan,Restaurant,,,,,,3,0.0,0.0
2146,1999,August,Michigan,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,13,6.0,0.0
2147,1999,August,Minnesota,Restaurant,Antipasta Salad,,Norovirus genogroup I,,Suspected,15,0.0,0.0
2148,1999,August,Minnesota,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,3,0.0,0.0
2149,1999,August,Minnesota,Restaurant,"Enchilada, Chicken",,Norovirus genogroup I,,Confirmed,7,0.0,0.0
2150,1999,August,Minnesota,Restaurant,Lettuce-Based Salads Unspecified,Leafy Green,Norovirus genogroup I,,Confirmed,25,0.0,0.0
2151,1999,August,Multistate,,"Pate, Unspecified",,Listeria monocytogenes,,Confirmed,11,,
2152,1999,August,Multistate,Restaurant; Grocery Store,"Romaine Lettuce, Unspecified",Leafy Green,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,14,6.0,0.0
2153,1999,August,Multistate,Restaurant,"Lasagna; Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,14,4.0,0.0
2154,1999,August,Multistate,Prison/Jail,"French Toast, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,5,0.0,0.0
2155,1999,August,Multistate,Restaurant,"Eggs, Other; Blintz, Cheese",,Salmonella enterica,Enteritidis,Confirmed,9,0.0,0.0
2159,1999,August,New Jersey,Private Home/Residence,,,,,,9,,
2160,1999,August,New York,Restaurant,"Mashed Potato/Gravy; Biscuits And Gravy; Chicken, Unspecified",,Clostridium perfringens,,Confirmed,12,,
2161,1999,August,New York,Restaurant; Catering Service,"Sandwich, Unspecified; Pasta Salad",,Virus,,Suspected,11,,
2162,1999,August,New York,Restaurant,Chicken Salad,Chicken,Salmonella enterica,Enteritidis,Confirmed,15,,
2163,1999,August,New York,,,,Salmonella enterica,Group C1,Confirmed,2,,
2164,1999,August,New York,Private Home/Residence,"Crab, Unspecified",Crustacean,Vibrio parahaemolyticus,,Confirmed,7,,
2165,1999,August,New York,Restaurant,,,,,,2,,
2166,1999,August,New York,Restaurant,Tuna Steak,,Scombroid toxin,,Confirmed,2,,
2167,1999,August,North Carolina,Restaurant,"Lasagna, Unspecified",,Salmonella enterica,,Confirmed,8,,
2168,1999,August,North Carolina,,"Ground Beef, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,3,,
2169,1999,August,North Carolina,Restaurant,,,Salmonella enterica,,Confirmed,3,,
2172,1999,August,Ohio,Restaurant,"Pizza, Unspecified",,,,,3,0.0,0.0
2173,1999,August,Ohio,Restaurant,,,,,,6,0.0,0.0
2174,1999,August,Ohio,Catering Service,"Ham, Unspecified",,Staphylococcus aureus,,Confirmed,4,0.0,0.0
2175,1999,August,Ohio,Private Home/Residence,"Ground Beef, Unspecified",,,,,4,0.0,0.0
2176,1999,August,Ohio,Religious Facility,,,Staphylococcus aureus,,Confirmed,24,4.0,0.0
2177,1999,August,Ohio,,"Beans, Baked",,Salmonella enterica,Enteritidis,Confirmed,23,,0.0
2178,1999,August,Oregon,,,,Norovirus genogroup I,,Confirmed,10,0.0,0.0
2179,1999,August,Oregon,,"Tuna, Unspecified",Fin Fish,Scombroid toxin,,Confirmed,7,0.0,0.0
2181,1999,August,Oregon,Private Home/Residence,"Seafood Dish, Unspecified",,,,,12,0.0,0.0
2182,1999,August,Oregon,,,,,,,17,0.0,0.0
2183,1999,August,Pennsylvania,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,8,1.0,0.0
2184,1999,August,Pennsylvania,School/College/University,"Tomato, Unspecified; Roast Beef, Unspecified; Green Pea Salad",,Norovirus genogroup I,,Suspected,14,,
2185,1999,August,Pennsylvania,Catering Service,"Liquor; Roast Beef, Unspecified",Beef,Clostridium perfringens,,Confirmed,24,1.0,0.0
2190,1999,August,Washington,Catering Service,,,Clostridium perfringens,,Suspected,11,,
2191,1999,August,Washington,,"Pie, Merengue",,,,,2,,
2192,1999,August,Washington,Restaurant,"Salad, Unspecified",,,,,2,0.0,
2193,1999,August,Washington,Restaurant,,,,,,3,,
2194,1999,August,Washington,Restaurant,,,,,,2,,
2195,1999,August,Washington,Restaurant,"Sandwich, Turkey",,,,,3,,
2197,1999,September,Alabama,Restaurant,,,,,,4,0.0,0.0
2198,1999,September,Alabama,Restaurant,,,,,,2,0.0,0.0
2201,1999,September,California,Private Home/Residence,,,,,,12,0.0,0.0
2202,1999,September,California,Restaurant,,,,,,10,0.0,0.0
2203,1999,September,California,Private Home/Residence,"Salsa, Unspecified; Macaroni Salad; Chicken, Unspecified",,Shigella sonnei,,Confirmed,13,0.0,0.0
2204,1999,September,California,Restaurant,"Fish, Ahi",,Scombroid toxin,,Confirmed,2,2.0,0.0
2206,1999,September,California,Restaurant,"Octopus, Unspecified",,,,,10,0.0,0.0
2207,1999,September,California,,Unspecified Beverage; Ice,,,,,19,0.0,0.0
2208,1999,September,Colorado,Camp,"Ground Beef, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,9,0.0,0.0
2210,1999,September,Connecticut,Restaurant,"Eggs, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,4,1.0,0.0
2211,1999,September,Florida,Restaurant,Unspecified Fish,,,,,2,,
2212,1999,September,Florida,Private Home/Residence,"Fajita, Beef",Leafy Green; Vine-Stalk Eg. Tomato,Shigella sonnei,,Confirmed,6,0.0,0.0
2213,1999,September,Florida,Restaurant,"Chicken, Buffalo Wings",Chicken,Staphylococcus aureus,,Suspected,3,0.0,0.0
2214,1999,September,Florida,Restaurant,"Fish, Flounder, Unspecified",,Scombroid toxin,,Suspected,4,,
2215,1999,September,Florida,Restaurant,,,,,,4,0.0,0.0
2216,1999,September,Florida,Restaurant,"Chicken, Fried; Shrimp, Fried",,,,,2,0.0,0.0
2217,1999,September,Florida,Restaurant,"Ground Beef, Cheeseburger",,Staphylococcus aureus,,Suspected,4,0.0,0.0
2218,1999,September,Florida,Restaurant,"Fajita, Beef",,,,,2,0.0,0.0
2219,1999,September,Florida,Restaurant,"Crab, Steamed; Shrimp, Unspecified; Sushi, Unspecified",,Staphylococcus aureus,,Suspected,2,0.0,0.0
2220,1999,September,Florida,Restaurant,"Fish, Amberjack",Fin Fish,,,,2,0.0,0.0
2221,1999,September,Florida,Restaurant,"Ground Beef, Cheeseburger",,,,,2,0.0,0.0
2222,1999,September,Florida,Restaurant,"Ground Beef, Cheeseburger",,,,,4,0.0,0.0
2223,1999,September,Florida,Restaurant,,,,,,4,,
2224,1999,September,Florida,Restaurant,"Oysters, Steamed; Potato Skins",,,,,2,0.0,0.0
2225,1999,September,Florida,Restaurant,Black Beans,,Clostridium perfringens,,Suspected,4,0.0,0.0
2226,1999,September,Florida,Private Home/Residence,Garlic And Oil,,Clostridium botulinum,,Confirmed,3,3.0,0.0
2227,1999,September,Florida,Restaurant,"Shrimp, Unspecified",,Staphylococcus aureus,,Suspected,3,0.0,0.0
2228,1999,September,Georgia,,,,Salmonella enterica,Newport,Confirmed,15,,0.0
2229,1999,September,Georgia,Restaurant,"Burrito, Chicken; Taco, Chicken; Chicken, Nuggets/Fingers",Chicken; Chicken; Chicken,Salmonella enterica,Typhimurium,Confirmed,8,1.0,0.0
2232,1999,September,Hawaii,Restaurant,"Fish, Ono",,Scombroid toxin,,Confirmed,3,0.0,0.0
2233,1999,September,Hawaii,Private Home/Residence,"Fish, Grouper, Unspecified",,Ciguatoxin,,Suspected,5,1.0,0.0
2234,1999,September,Hawaii,Private Home/Residence,"Fish, Opelu Kala",,Ciguatoxin,,Confirmed,3,0.0,0.0
2235,1999,September,Illinois,Catering Service,,,Norovirus genogroup I,,Confirmed,14,,0.0
2236,1999,September,Illinois,Catering Service,,,Norovirus genogroup I,,Suspected,17,0.0,0.0
2237,1999,September,Illinois,Restaurant,,,,,,2,0.0,0.0
2238,1999,September,Illinois,,"Apple Cider, Unspecified",,Salmonella enterica,Agona,Suspected,8,2.0,0.0
2239,1999,September,Illinois,Restaurant,,,Salmonella enterica,Enteritidis,Suspected,10,,0.0
2240,1999,September,Illinois,Restaurant,,,,,,8,0.0,0.0
2242,1999,September,Indiana,Private Home/Residence,Potato Salad,Egg,Shigella sonnei,,Confirmed,5,1.0,0.0
2245,1999,September,Iowa,Restaurant,"Sandwich, Submarine",,Norovirus genogroup I,,Suspected,16,0.0,0.0
2246,1999,September,Maine,Catering Service,,,,,,3,0.0,0.0
2247,1999,September,Maryland,Grocery Store,,,Escherichia coli,,Suspected,3,3.0,0.0
2248,1999,September,Maryland,Restaurant,,,,,,2,0.0,0.0
2249,1999,September,Maryland,Restaurant,,,,,,3,0.0,0.0
2252,1999,September,Maryland,,Macaroni Salad; Potato Salad,,Shigella sonnei,,Confirmed,7,0.0,0.0
2253,1999,September,Maryland,Catering Service,,,,,,2,0.0,0.0
2254,1999,September,Massachusetts,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,13,2.0,
2255,1999,September,Michigan,Restaurant,,,Norovirus genogroup I,,Confirmed,17,0.0,0.0
2256,1999,September,Michigan,Restaurant,,,,,,3,0.0,
2257,1999,September,Minnesota,Restaurant,"Deli Meat, Unspecified",,Listeria monocytogenes,,Confirmed,5,5.0,1.0
2258,1999,September,Minnesota,Private Home/Residence,Macaroni Salad; Fruit Salad,,Norovirus genogroup I,,Suspected,16,0.0,0.0
2259,1999,September,Minnesota,Restaurant; Catering Service,Cantaloupe,,Norovirus genogroup I,,Suspected,5,0.0,0.0
2260,1999,September,Minnesota,Religious Facility,Ice,,Norovirus genogroup I,,Suspected,20,0.0,0.0
2261,1999,September,Montana,,,,Salmonella enterica,,Suspected,5,,
2262,1999,September,Montana,,,,Virus,,Suspected,18,,
2263,1999,September,New Jersey,Restaurant,,,,,,6,,
2270,1999,September,Oregon,,,,,,,11,0.0,0.0
2273,1999,September,Pennsylvania,Restaurant,"Pizza, Unspecified; Bread, Unspecified; Garlic, Unspecified",,,,,5,0.0,0.0
2274,1999,September,Pennsylvania,,,,Salmonella enterica,Stanley,Confirmed,6,0.0,0.0
2275,1999,September,Texas,,,,Hepatitis A,,Confirmed,4,,
2276,1999,September,Texas,,,,Shigella sonnei,,Confirmed,5,,
2278,1999,September,Vermont,Restaurant; Private Home/Residence,,,Hepatitis A,,Confirmed,12,2.0,0.0
2279,1999,September,Virginia,,"Beef, Stew",,Clostridium perfringens,,Suspected,8,0.0,0.0
2280,1999,September,Washington,Restaurant,"Chicken, Smoked; Beans, Unspecified",,,,,2,,
2282,1999,September,Washington,Restaurant; Prison/Jail,"Ethnic Style, Unspecified; Chicken, Unspecified",,,,,2,0.0,
2283,1999,September,Washington,Grocery Store,Liquor,,,,,3,,
2284,1999,September,Washington,,"Sandwich, Turkey",,,,,2,,
2285,1999,September,Washington,Restaurant,"Tuna, Unspecified",Fin Fish,Scombroid toxin,,Confirmed,2,,
2286,1999,September,Washington,Restaurant,"Fried Rice, Unspecified; Chicken, Unspecified",,,,,4,0.0,
2287,1999,September,Washington,Restaurant,"Pizza, Unspecified",,,,,4,,
2288,1999,September,Washington,,"Ground Beef, Unspecified",,Virus,,Suspected,2,,
2289,1999,September,Washington,,"Chicken, Unspecified; Potato, Mashed",,,,,10,,
2290,1999,September,Washington,Restaurant,"Rice, Unspecified; Beans, Unspecified",,,,,4,,
2291,1999,September,West Virginia,Restaurant,"Chile Relleno, Unspecified",Beef,Salmonella enterica,Enteritidis,Confirmed,12,5.0,0.0
2292,1999,October,Alabama,Restaurant,,,,,,6,0.0,0.0
2293,1999,October,Alabama,Private Home/Residence,,,,,,4,0.0,0.0
2294,1999,October,Alabama,Restaurant,,,,,,2,0.0,0.0
2295,1999,October,Alabama,Restaurant,,,,,,3,0.0,0.0
2297,1999,October,Alabama,Restaurant,,,,,,10,0.0,0.0
2300,1999,October,California,Restaurant,"Sushi, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,2,1.0,
2301,1999,October,California,Catering Service,,,,,,8,0.0,0.0
2302,1999,October,California,Private Home/Residence,"Eggs, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,6,,
2303,1999,October,California,Catering Service,,,Norovirus genogroup I,,Suspected,15,0.0,0.0
2304,1999,October,California,Restaurant,"Lettuce, Unspecified",,Norovirus genogroup I,,Suspected,8,0.0,0.0
2305,1999,October,California,,Chicken Salad,,Norovirus genogroup I,,Suspected,24,0.0,0.0
2306,1999,October,California,Restaurant,,,Norovirus genogroup I,,Suspected,11,0.0,0.0
2307,1999,October,California,Restaurant,,,Norovirus genogroup I,,Suspected,17,0.0,0.0
2308,1999,October,California,Restaurant,,,Virus,,Suspected,10,0.0,0.0
2309,1999,October,California,Grocery Store,,,,,,15,0.0,0.0
2310,1999,October,California,Restaurant,Coleslaw,,Norovirus genogroup I,,Suspected,4,0.0,0.0
2311,1999,October,California,Private Home/Residence,"Spaghetti, Unspecified",,Clostridium perfringens,,Suspected,11,0.0,0.0
2313,1999,October,California,Restaurant,,,Norovirus genogroup I,,Suspected,12,0.0,0.0
2315,1999,October,Colorado,Restaurant,"Salad, Unspecified",,Hepatitis A,,Confirmed,2,1.0,0.0
2316,1999,October,Florida,Restaurant,"Chicken, Tandori",Chicken,,,,2,0.0,0.0
2317,1999,October,Florida,Restaurant,"Sushi, Unspecified",,,,,3,,0.0
2318,1999,October,Florida,Restaurant,"Fish, Dolphin",Fin Fish,Scombroid toxin,,Suspected,2,0.0,0.0
2319,1999,October,Florida,Restaurant,"Shrimp, Fried; House Salad",,,,,2,0.0,0.0
2320,1999,October,Florida,Restaurant,"Chicken, Unspecified",Chicken,Salmonella enterica,Enteritidis,Suspected,6,0.0,0.0
2321,1999,October,Florida,Grocery Store,"Chocolate, Unspecified",,Parasite,,Suspected,3,1.0,0.0
2322,1999,October,Florida,Restaurant,,,,,,9,,
2323,1999,October,Florida,Restaurant,"Salad, Unspecified",,,,,2,0.0,0.0
2324,1999,October,Florida,Restaurant,Caesar Salad,,Chemical or toxin,,Suspected,3,,
2325,1999,October,Florida,Restaurant,"Pizza, Unspecified",,,,,2,0.0,0.0
2326,1999,October,Florida,Restaurant,"Ground Beef, Cheeseburger",,,,,2,0.0,0.0
2327,1999,October,Florida,Catering Service,,,,,,11,1.0,0.0
2328,1999,October,Florida,Restaurant,"Sausage, Italian",,,,,2,,
2329,1999,October,Florida,Restaurant,"Pizza, Meat And Vegetable",,Salmonella enterica,,Suspected,2,0.0,0.0
2331,1999,October,Florida,Restaurant,Blue Cheese Dressing,Cheese,,,,3,0.0,0.0
2332,1999,October,Florida,Private Home/Residence,,,Bacillus cereus,,Suspected,5,0.0,0.0
2333,1999,October,Florida,Grocery Store,"Cake, Unspecified",,Norovirus genogroup I,,Suspected,7,1.0,0.0
2334,1999,October,Florida,Restaurant,"Soda, Unspecified; Egg Salad/Egg Salad Sandwich",,,,,3,1.0,0.0
2335,1999,October,Florida,Restaurant,"Soda, Unspecified",,Chemical or toxin,,Suspected,2,0.0,0.0
2338,1999,October,Illinois,Catering Service,,,,,,6,0.0,0.0
2340,1999,October,Indiana,Private Home/Residence,"Ham, Unspecified",Pork,Staphylococcus aureus,,Confirmed,8,0.0,0.0
2343,1999,October,Kentucky,Restaurant,"Turkey, Unspecified",Turkey,Salmonella enterica,,Confirmed,9,5.0,0.0
2345,1999,October,Maine,Restaurant,"Sauces, Unspecified; Fried Rice, Unspecified; Chicken, Buffalo Wings",,,,,4,0.0,0.0
2346,1999,October,Maryland,Restaurant,,,,,,2,0.0,0.0
2347,1999,October,Maryland,Restaurant,"Pizza, Meat",,,,,2,0.0,0.0
2348,1999,October,Maryland,Restaurant,"Lasagna, Unspecified",,Escherichia coli,,Suspected,2,0.0,0.0
2349,1999,October,Maryland,Restaurant,,,,,,4,,0.0
2351,1999,October,Maryland,Restaurant,Crab Cakes,,,,,2,,0.0
2352,1999,October,Maryland,Restaurant,Coleslaw,,,,,14,2.0,0.0
2353,1999,October,Maryland,Restaurant,,,,,,2,,
2355,1999,October,Maryland,Restaurant,,,,,,5,,0.0
2357,1999,October,Michigan,Restaurant,,,,,,2,0.0,0.0
2359,1999,October,Michigan,Restaurant,"Beef/Steak Dish, Other; Shrimp, Unspecified",,,,,3,0.0,0.0
2360,1999,October,Michigan,Restaurant,,,Norovirus genogroup I,,Suspected,11,0.0,0.0
2361,1999,October,Michigan,Restaurant,"Sandwich, Beef",,Bacillus cereus,,Confirmed,2,0.0,0.0
2362,1999,October,Michigan,Restaurant,,,,,,4,0.0,0.0
2363,1999,October,Minnesota,Restaurant,,,Norovirus genogroup I,,Suspected,13,0.0,0.0
2364,1999,October,Minnesota,Restaurant,"Sandwich, Submarine",,Norovirus genogroup I,,Confirmed,18,0.0,0.0
2365,1999,October,Minnesota,Restaurant,,,Norovirus genogroup I,,Confirmed,11,0.0,0.0
2366,1999,October,Minnesota,Restaurant,Potato Skins; Pasta Salad,,Staphylococcus aureus,,Confirmed,7,0.0,0.0
2367,1999,October,Minnesota,Catering Service,,,Norovirus genogroup I,,Suspected,21,0.0,0.0
2368,1999,October,Minnesota,Catering Service,Egg Rolls,,,,,10,0.0,0.0
2369,1999,October,Minnesota,Catering Service,"Pork, Bacon",,,,,9,0.0,0.0
2370,1999,October,Mississippi,Restaurant,"Enchilada, Unspecified; Taco, Unspecified; Rice, Unspecified",,Clostridium perfringens,,Confirmed,4,,
2376,1999,October,New York,Restaurant,Fish Blue Marlin,Fin Fish,Scombroid toxin,,Confirmed,2,,
2377,1999,October,New York,Private Home/Residence,"Hot Dog, Unspecified",Beef,Listeria monocytogenes,,Confirmed,4,,
2379,1999,October,New York,Restaurant,Antipasta Salad,,,,,15,,
2380,1999,October,New York,Restaurant,Tuna Burger,Fin Fish,Scombroid toxin,,Confirmed,2,,
2381,1999,October,North Carolina,Restaurant,"Beef, Bbq",,Salmonella enterica,,Confirmed,3,,
2383,1999,October,Ohio,Restaurant; Private Home/Residence,,,,,,9,,
2385,1999,October,Oklahoma,,"Apple Cider, Unpasteurized",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,25,6.0,0.0
2388,1999,October,Texas,,,,,,,10,,
2391,1999,October,Washington,Restaurant,,,,,,2,,
2392,1999,October,Washington,Restaurant,"Rice, Unspecified",,Bacillus cereus,,Suspected,2,,
2393,1999,October,Washington,Restaurant,,,,,,5,0.0,
2394,1999,October,Washington,Restaurant,"Chicken, Unspecified",,,,,3,,
2396,1999,October,Washington,,"Chicken, Fried",,,,,4,,
2398,1999,October,West Virginia,,Lettuce-Based Salads Unspecified,,Norovirus genogroup I,,Confirmed,16,2.0,0.0
2399,1999,October,Wisconsin,Restaurant,"Chicken, Unspecified",,Norovirus genogroup I,,Confirmed,14,0.0,0.0
2400,1999,October,Wisconsin,Restaurant,"Fish, Haddock",,,,,5,,
2403,1999,November,Alabama,Restaurant,,,,,,4,0.0,0.0
2404,1999,November,Alabama,Restaurant,"Pizza, Unspecified",,,,,5,0.0,0.0
2406,1999,November,California,Restaurant,,,,,,8,0.0,0.0
2407,1999,November,California,Restaurant,"Fish, Mahi Mahi",,Scombroid toxin,,Suspected,2,0.0,0.0
2408,1999,November,California,Restaurant; Private Home/Residence,"Chicken, Unspecified",Chicken,Salmonella enterica,Enteritidis,Confirmed,7,0.0,0.0
2409,1999,November,California,Restaurant,,,Norovirus genogroup I,,Suspected,4,0.0,0.0
2410,1999,November,California,Restaurant,"Turkey, Unspecified; Ice",,Norovirus genogroup I,,Suspected,15,0.0,0.0
2411,1999,November,California,Restaurant,"Fettucine Alfredo; Chicken, Other",,Norovirus genogroup I,,Suspected,18,0.0,0.0
2413,1999,November,California,Restaurant,,,,,,2,0.0,0.0
2414,1999,November,California,Private Home/Residence,"Turkey, Unspecified",,,,,5,,
2415,1999,November,California,Restaurant,,,Norovirus genogroup I,,Suspected,19,0.0,0.0
2416,1999,November,California,Private Home/Residence,Potato Salad,,Shigella sonnei,,Confirmed,10,0.0,0.0
2418,1999,November,Colorado,Restaurant,,,Norovirus genogroup I,,Suspected,8,,
2419,1999,November,Connecticut,Nursing Home/Assisted Living Facility,,,Salmonella enterica,Agona,Confirmed,4,2.0,0.0
2420,1999,November,Florida,Restaurant,"Ground Beef, Hamburger",,,,,2,,
2421,1999,November,Florida,Restaurant,"Mayonnaise, Unspecified; Lettuce, Unspecified",,,,,4,,
2422,1999,November,Florida,Private Home/Residence,"Gravy, Unspecified",,,,,8,,
2423,1999,November,Florida,Restaurant,"Seafood, Unspecified",,,,,2,0.0,0.0
2424,1999,November,Florida,Restaurant,Pork Fried Rice,,,,,2,,
2425,1999,November,Florida,Restaurant,,,,,,4,,
2426,1999,November,Florida,Grocery Store,"Sandwich, Cuban",,,,,2,1.0,0.0
2427,1999,November,Florida,Restaurant; School/College/University,"Pizza, Unspecified",,,,,8,,0.0
2428,1999,November,Florida,Restaurant,"Bread, Unspecified",,,,,3,0.0,0.0
2429,1999,November,Florida,Restaurant,,,Salmonella enterica,,Suspected,4,2.0,
2430,1999,November,Florida,Restaurant,"Ground Beef, Hamburger",,,,,2,0.0,0.0
2431,1999,November,Florida,Restaurant,"Deli Meat, Sliced Chicken",Chicken,Salmonella enterica,,Confirmed,2,2.0,0.0
2432,1999,November,Florida,Restaurant,"Chicken, Roasted",,,,,2,0.0,0.0
2433,1999,November,Florida,,Multiple Foods,,,,,8,,
2434,1999,November,Florida,Restaurant,"Sandwich, Chicken",Chicken,Salmonella enterica,,Suspected,2,0.0,0.0
2435,1999,November,Florida,Grocery Store,Water,,,,,3,1.0,0.0
2436,1999,November,Florida,Restaurant,Shrimp Scampi,Crustacean,,,,8,0.0,0.0
2437,1999,November,Florida,Grocery Store,"Fruit Punch, Unspecified",,,,,5,0.0,0.0
2438,1999,November,Florida,Restaurant,"Chicken, Buffalo Wings; Blue Cheese Dressing",Chicken,,,,11,0.0,0.0
2439,1999,November,Florida,Restaurant,"Shrimp, Fried",Crustacean,,,,2,0.0,0.0
2440,1999,November,Florida,Restaurant,"Fish, Amberjack; Fish, Mackeral",,Ciguatoxin,,Confirmed,16,4.0,0.0
2442,1999,November,Hawaii,Restaurant,Tuna Steak,,Scombroid toxin,,Suspected,2,0.0,0.0
2443,1999,November,Idaho,Restaurant,Seafood-Based Salad Unspecified,,,,,15,,
2444,1999,November,Illinois,Restaurant; Grocery Store,,,,,,10,0.0,0.0
2446,1999,November,Illinois,Restaurant,,,,,,2,0.0,0.0
2449,1999,November,Kansas,Restaurant,,,,,,7,0.0,0.0
2450,1999,November,Kansas,Restaurant,,,Salmonella enterica,Heidelberg,Confirmed,6,3.0,0.0
2451,1999,November,Louisiana,Private Home/Residence,"Oysters, Raw; Hot Sauce, Unspecified; Sauces, Unspecified",Shellfish,Norovirus genogroup I,,Suspected,5,0.0,0.0
2452,1999,November,Maine,Private Home/Residence; Religious Facility,"Stuffing, Unspecified; Turkey, Unspecified",,,,,6,1.0,0.0
2453,1999,November,Maine,Restaurant; Private Home/Residence; School/College/University,,,,,,9,0.0,0.0
2454,1999,November,Maine,Restaurant,"Pizza, Unspecified",,,,,4,0.0,0.0
2455,1999,November,Maryland,Nursing Home/Assisted Living Facility; Hospital,,,,,,9,,
2456,1999,November,Maryland,Catering Service,,,,,,16,,
